Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
AMTB,Amerant Bancorp Inc.,15.46,$651.56M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amtb,
AMTBB,Amerant Bancorp Inc.,12.55,$528.92M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amtbb,
UHAL,Amerco,407.44,$7.99B,n/a,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/uhal,
AMRH,"Ameri Holdings, Inc.",1.45,$10.86M,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/amrh,
AMRHW,"Ameri Holdings, Inc.",0.0598,n/a,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/amrhw,
ATAX,"America First Multifamily Investors, L.P.",3.88,$234.92M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/atax,
AMOV,"America Movil, S.A.B. de C.V.",14.66,$49.12B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov,
AAL,"American Airlines Group, Inc.",14.98,$9.06B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/aal,
AEP,"American Electric Power Company, Inc.",84.92,$42.15B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aep,
AEPPL,"American Electric Power Company, Inc.",50.87,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aeppl,
AEPPZ,"American Electric Power Company, Inc.",50.13,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aeppz,
AFIN,"American Finance Trust, Inc.",8.1,$881.58M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/afin,
AFINP,"American Finance Trust, Inc.",24.905,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/afinp,
AMNB,"American National Bankshares, Inc.",27.2,$298.42M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amnb,
ANAT,"American National Group, Inc.",86.1,$2.31B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/anat,
AOUT,"American Outdoor Brands, Inc.",14.23,$198.87M,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/aout,
APEI,"American Public Education, Inc.",31.23,$462.49M,2007,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/apei,
AREC,American Resources Corporation,1.92,$68.36M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/arec,
AMRB,American River Bankshares,11.02,$65.43M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amrb,
AMSWA,"American Software, Inc.",16.68,$541.77M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/amswa,
AMSC,American Superconductor Corporation,19.52,$538.81M,1991,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/amsc,
AVCT,"American Virtual Cloud Technologies, Inc. ",4.92,$96.61M,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/avct,
AVCTW,"American Virtual Cloud Technologies, Inc. ",0.31,n/a,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/avctw,
AMWD,American Woodmark Corporation,92.87,$1.58B,1986,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/amwd,
CRMT,"America&#39;s Car-Mart, Inc.",106.15,$726.29M,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/crmt,
ABCB,Ameris Bancorp,35.28,$2.45B,1994,Finance,Major Banks,https://old.nasdaq.com/symbol/abcb,
AMSF,"AMERISAFE, Inc.",56,$1.08B,2005,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/amsf,
ASRV,AmeriServ Financial Inc.,3.18,$54.25M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/asrv,
ASRVP,AmeriServ Financial Inc.,28.45,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/asrvp,
ATLO,Ames National Corporation,21.99,$200.61M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/atlo,
AMST,Amesite Inc.,4.6,$93.93M,2020,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/amst,
AMGN,Amgen Inc.,224.81,$130.88B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/amgn,
FOLD,"Amicus Therapeutics, Inc.",23.24,$6.06B,2007,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/fold,
AMKR,"Amkor Technology, Inc.",14.64,$3.55B,1998,Technology,Semiconductors,https://old.nasdaq.com/symbol/amkr,
POWW,"AMMO, Inc.",2.59,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/poww,
AMPH,"Amphastar Pharmaceuticals, Inc.",18.12,$860.77M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amph,
IBUY,Amplify ETF Trust Amplify Online Retail ETF,106.76,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ibuy,
AMHC,Amplitude Healthcare Acquisition Corporation,9.914,$123.93M,1991,Finance,Business Services,https://old.nasdaq.com/symbol/amhc,
AMHCU,Amplitude Healthcare Acquisition Corporation,10.45,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/amhcu,
AMHCW,Amplitude Healthcare Acquisition Corporation,1.1,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/amhcw,
AMYT,Amryt Pharma plc,12.625,$411.07M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amyt,
ASYS,"Amtech Systems, Inc.",5.91,$83.11M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/asys,
AMRS,"Amyris, Inc.",2.92,$698.5M,2010,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amrs,
ADI,"Analog Devices, Inc.",137.75,$50.9B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/adi,
ANAB,"AnaptysBio, Inc.",25.79,$705.3M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anab,
AVXL,Anavex Life Sciences Corp.,5.37,$323.22M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/avxl,
ANCN,Anchiano Therapeutics Ltd.,1.54,$11.43M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ancn,
ANDA,Andina Acquisition Corp. III,10.25,$45.28M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/anda,
ANDAR,Andina Acquisition Corp. III,0.2619,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andar,
ANDAU,Andina Acquisition Corp. III,10.69,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andau,
ANDAW,Andina Acquisition Corp. III,0.341,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andaw,
ANGI,ANGI Homeservices Inc.,12.22,$6.11B,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/angi,
ANGO,"AngioDynamics, Inc.",14.36,$545.01M,2004,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ango,
ANIP,"ANI Pharmaceuticals, Inc.",29.48,$364.33M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anip,
ANIK,Anika Therapeutics Inc.,38.27,$543.99M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/anik,
ANIX,"Anixa Biosciences, Inc.",2.78,$66.13M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anix,
ANNX,"Annexon, Inc.",25.13,$958.9M,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/annx,
ANPC,"AnPac Bio-Medical Science Co., Ltd.",6.2,$69.45M,2020,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/anpc,
ANSS,"ANSYS, Inc.",330.41,$28.38B,1996,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/anss,
ATRS,"Antares Pharma, Inc.",3.12,$520.02M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrs,
AEHL,Antelope Enterprise Holdings Limited,2.36,$7.2M,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/aehl,
ATEX,Anterix Inc.,29.01,$507.52M,2015,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atex,
APA,Apache Corporation,13.92,$5.25B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/apa,
APLS,"Apellis Pharmaceuticals, Inc.",47.22,$3.58B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apls,
APXT,Apex Technology Acquisition Corporation,14.2,$632.75M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/apxt,
APXTU,Apex Technology Acquisition Corporation,15.7858,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/apxtu,
APXTW,Apex Technology Acquisition Corporation,3.2,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/apxtw,
APHA,Aphria Inc.,7.73,$2.24B,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/apha,
APOG,"Apogee Enterprises, Inc.",27.6,$728.25M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/apog,
APEN,"Apollo Endosurgery, Inc.",2.78,$71.68M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apen,
AINV,Apollo Investment Corporation,11.11,$725.03M,2004,n/a,n/a,https://old.nasdaq.com/symbol/ainv,
AMEH,"Apollo Medical Holdings, Inc.",18.29,$672.89M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/ameh,
APPF,"AppFolio, Inc.",155.8,$5.35B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/appf,
APPN,Appian Corporation,193.87,$13.58B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/appn,
AAPL,Apple Inc.,116.59,$2021.36B,1980,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/aapl,
APDN,"Applied DNA Sciences, Inc.",7.18,$39.21M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/apdn,
AGTC,Applied Genetic Technologies Corporation,4.34,$112.36M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/agtc,
AMAT,"Applied Materials, Inc.",82.66,$75.49B,1972,Technology,Semiconductors,https://old.nasdaq.com/symbol/amat,
AMTI,Applied Molecular Transport Inc.,32.97,$1.15B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amti,
AAOI,"Applied Optoelectronics, Inc.",8.14,$187.03M,2013,Technology,Semiconductors,https://old.nasdaq.com/symbol/aaoi,
APLT,"Applied Therapeutics, Inc.",23.5,$528.47M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aplt,
AUVI,"Applied UV, Inc.",5.08,$39.3M,2020,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/auvi,
APRE,"Aprea Therapeutics, Inc.",26.45,$560.39M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apre,
APVO,Aptevo Therapeutics Inc.,44.39,$184M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apvo,
APTX,Aptinyx Inc.,3.81,$241.01M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aptx,
APM,Aptorum Group Limited,2.46,$83.67M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apm,
APTO,"Aptose Biosciences, Inc.",6.28,$549.4M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/apto,
APYX,Apyx Medical Corporation,7.73,$264.94M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apyx,
AQMS,"Aqua Metals, Inc.",1.24,$75.86M,2015,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/aqms,
AQB,"AquaBounty Technologies, Inc.",4.16,$187.04M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aqb,
AQST,"Aquestive Therapeutics, Inc.",7.05,$237.02M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aqst,
ARAV,"Aravive, Inc.",5.64,$90.73M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arav,
ABUS,Arbutus Biopharma Corporation,4.34,$368.51M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abus,
ABIO,"ARCA biopharma, Inc.",4.28,$39.9M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/abio,
RKDA,"Arcadia Biosciences, Inc.",3.3277,$36.05M,2015,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/rkda,
ARCB,ArcBest Corporation,42.34,$1.08B,n/a,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/arcb,
ACGL,Arch Capital Group Ltd.,33.03,$13.41B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acgl,
ACGLO,Arch Capital Group Ltd.,26.69,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acglo,
ACGLP,Arch Capital Group Ltd.,25.65,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acglp,
FUV,"Arcimoto, Inc.",13.55,$461.83M,2017,Consumer Non-Durables,Motor Vehicles,https://old.nasdaq.com/symbol/fuv,
ACTC,ArcLight Clean Transition Corp.,9.7001,$336.47M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/actc,
ACTCU,ArcLight Clean Transition Corp.,10.26,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/actcu,
ACTCW,ArcLight Clean Transition Corp.,1.21,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/actcw,
ARCE,Arco Platform Limited,42.4,$2.44B,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/arce,
ARCT,Arcturus Therapeutics Holdings Inc.,76,$1.86B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arct,
ARQT,"Arcutis Biotherapeutics, Inc.",25.94,$1.13B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arqt,
ARDX,"Ardelyx, Inc.",6.31,$569.47M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ardx,
ARNA,"Arena Pharmaceuticals, Inc.",65.9,$3.83B,2000,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arna,
ARCC,Ares Capital Corporation,16.83,$7.11B,2004,n/a,n/a,https://old.nasdaq.com/symbol/arcc,
ARGX,argenx SE,281.59,$13.27B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/argx,
ARDS,Aridis Pharmaceuticals Inc.,6.8285,$60.93M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ards,
ARKR,Ark Restaurants Corp.,15.81,$55.37M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/arkr,
ARRY,"Array Technologies, Inc.",47.11,$5.98B,2020,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/arry,
DWCR,Arrow DWA Country Rotation ETF,27.3042,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwcr,
DWAT,Arrow DWA Tactical ETF,11.54,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwat,
AROW,Arrow Financial Corporation,30.7,$475.59M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/arow,
ARWR,"Arrowhead Pharmaceuticals, Inc.",62.99,$6.47B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arwr,
ARTL,"Artelo Biosciences, Inc.",0.6,$9.07M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/artl,
ARTLW,"Artelo Biosciences, Inc.",0.111,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/artlw,
ARTNA,Artesian Resources Corporation,38.1,$355.89M,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/artna,
AACQ,Artius Acquisition Inc.,9.95,$901.1M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/aacq,
AACQU,Artius Acquisition Inc.,10.37,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/aacqu,
AACQW,Artius Acquisition Inc.,1.35,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/aacqw,
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.59,$11.48M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/artw,
ARVN,"Arvinas, Inc.",24.84,$1.01B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arvn,
ARYA,ARYA Sciences Acquisition Corp III,10.36,$198.77M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/arya,
ASND,Ascendis Pharma A/S,164.52,$8.79B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asnd,
APWC,Asia Pacific Wire ,2.3,$31.79M,n/a,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/apwc,
ASLN,ASLAN Pharmaceuticals Limited,1.88,$71.42M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asln,
ASML,ASML Holding N.V.,437.77,$183.16B,1995,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/asml,
ASPU,Aspen Group Inc.,11.97,$292.49M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/aspu,
AZPN,"Aspen Technology, Inc.",134.55,$9.11B,1994,Technology,EDP Services,https://old.nasdaq.com/symbol/azpn,
AWH,Aspira Women&#39;s Health Inc.,4.34,$451.73M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/awh,
ASMB,"Assembly Biosciences, Inc.",6,$198.13M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asmb,
ASRT,"Assertio Holdings, Inc.",0.414,$44.39M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asrt,
ASTE,"Astec Industries, Inc.",58.62,$1.33B,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/aste,
AZN,Astrazeneca PLC,52.61,$138.08B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/azn,
ATRO,Astronics Corporation,12.3,$378.85M,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/atro,
ALOT,"AstroNova, Inc.",10,$71.68M,1983,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/alot,
ASTC,Astrotech Corporation,1.97,$36.56M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/astc,
ASUR,Asure Software Inc,7.99,$127.1M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/asur,
AACG,ATA Creativity Global,1.24,$38.87M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/aacg,
ATRA,"Atara Biotherapeutics, Inc.",23.27,$1.81B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/atra,
AVIR,"Atea Pharmaceuticals, Inc.",34.44,$2.85B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/avir,
ATNX,"Athenex, Inc.",13.93,$1.3B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atnx,
ATHX,"Athersys, Inc.",1.9,$375.63M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/athx,
ATHA,"Athira Pharma, Inc.",24.01,$779.97M,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/atha,
ATIF,ATIF Holdings Limited,0.8,$37.61M,2019,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atif,
AAME,Atlantic American Corporation,2.056,$41.97M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/aame,
ACBI,"Atlantic Capital Bancshares, Inc.",15.21,$316.05M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/acbi,
AUB,Atlantic Union Bankshares Corporation,31.37,$2.47B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/aub,
AUBAP,Atlantic Union Bankshares Corporation,27,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/aubap,
AY,Atlantica Sustainable Infrastructure plc,35.19,$3.58B,2014,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ay,
ATLC,Atlanticus Holdings Corporation,15.69,$250.44M,1995,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/atlc,
AAWW,Atlas Air Worldwide Holdings,56.33,$1.55B,n/a,Transportation,Transportation Services,https://old.nasdaq.com/symbol/aaww,
ATCX,"Atlas Technical Consultants, Inc.",5.19,$52.88M,2019,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atcx,
ATCXW,"Atlas Technical Consultants, Inc.",1.01,n/a,2019,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atcxw,
TEAM,Atlassian Corporation Plc,224,$55.82B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/team,
ATNI,"ATN International, Inc.",50.89,$809.07M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atni,
ATOM,Atomera Incorporated,9.31,$199.75M,2016,Technology,Semiconductors,https://old.nasdaq.com/symbol/atom,
ATOS,"Atossa Therapeutics, Inc.",1.74,$18.26M,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atos,
BCEL,"Atreca, Inc.",15.73,$577.4M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bcel,
ATRC,"AtriCure, Inc.",43.84,$1.97B,2005,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrc,
ATRI,Atrion Corporation,594.41,$1.09B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atri,
LIFE,"aTyr Pharma, Inc.",3.55,$36.16M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/life,
AUBN,"Auburn National Bancorporation, Inc.",40.98,$146.15M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/aubn,
